Date,SiteName,LocationName,WeekDay,TotalCount,Recording_ID
2018-07-14,York,Micklegate,Saturday,12956,558317
2018-07-14,York,Parliament Street,Saturday,31875,88194
2018-07-14,York,Stonegate,Saturday,32727,227547
2018-07-15,York,Coney Street,Sunday,18767,596430
2018-07-15,York,Micklegate,Sunday,7202,877393
2018-07-15,York,Parliament Street,Sunday,22196,742999
2018-07-15,York,Stonegate,Sunday,20593,869720
2018-07-16,York,Coney Street,Monday,20673,392680
2018-07-16,York,Micklegate,Monday,8195,778855
2018-07-16,York,Parliament Street,Monday,21777,313552
2018-07-16,York,Stonegate,Monday,17862,767925
2018-07-17,York,Coney Street,Tuesday,20885,586992
2018-07-17,York,Micklegate,Tuesday,7315,77053
2018-07-17,York,Parliament Street,Tuesday,21647,695706
2018-07-17,York,Stonegate,Tuesday,18775,715367
2018-07-18,York,Coney Street,Wednesday,21798,391069
2018-07-18,York,Micklegate,Wednesday,7205,42759
2018-07-18,York,Parliament Street,Wednesday,22342,498476
2018-07-18,York,Stonegate,Wednesday,19982,823556
2018-07-19,York,Coney Street,Thursday,22109,628177
2018-07-19,York,Micklegate,Thursday,9089,209642
2018-07-19,York,Parliament Street,Thursday,24536,817932
2018-07-19,York,Stonegate,Thursday,20141,100264
2018-07-20,York,Coney Street,Friday,23821,215233
2018-07-20,York,Micklegate,Friday,9342,406702
2018-07-20,York,Parliament Street,Friday,24878,157395
2018-07-20,York,Stonegate,Friday,22125,128864
2018-07-21,York,Coney Street,Saturday,34647,516995
2018-07-21,York,Micklegate,Saturday,10238,134498
2018-07-21,York,Parliament Street,Saturday,29915,728187
2018-07-21,York,Stonegate,Saturday,35014,76997
2018-07-22,York,Coney Street,Sunday,21516,263926
2018-07-22,York,Micklegate,Sunday,7633,455525
2018-07-22,York,Parliament Street,Sunday,19575,854380
2018-07-22,York,Stonegate,Sunday,23436,290560
2018-07-23,York,Coney Street,Monday,22263,647493
2018-07-23,York,Micklegate,Monday,8522,787053
2018-07-23,York,Parliament Street,Monday,23313,567022
2018-07-23,York,Stonegate,Monday,19443,606740
2018-07-24,York,Coney Street,Tuesday,22428,288982
2018-07-24,York,Micklegate,Tuesday,8050,313446
2018-07-24,York,Parliament Street,Tuesday,23565,394317
2018-07-24,York,Stonegate,Tuesday,20858,257521
2018-07-25,York,Coney Street,Wednesday,24536,138719
2018-07-25,York,Micklegate,Wednesday,8292,271834
2018-07-25,York,Parliament Street,Wednesday,29904,923895
2018-07-25,York,Stonegate,Wednesday,23326,395537
2018-07-26,York,Coney Street,Thursday,23633,464283
2018-07-26,York,Micklegate,Thursday,8909,736104
2018-07-26,York,Parliament Street,Thursday,24546,131900
2018-07-26,York,Stonegate,Thursday,19688,56546
2018-07-27,York,Coney Street,Friday,22063,442961
2018-07-27,York,Micklegate,Friday,9758,579728
2018-07-27,York,Parliament Street,Friday,24685,679113
2018-07-27,York,Stonegate,Friday,19518,705658
2018-07-28,York,Coney Street,Saturday,31678,369466
2018-07-28,York,Micklegate,Saturday,13336,230670
2018-07-28,York,Parliament Street,Saturday,29035,293199
2018-07-28,York,Stonegate,Saturday,34276,592882
2018-07-29,York,Coney Street,Sunday,17578,472276
2018-07-29,York,Micklegate,Sunday,6491,7297
2018-07-29,York,Parliament Street,Sunday,15378,867262
2018-07-29,York,Stonegate,Sunday,19677,362606
2018-08-01,York,Coney Street,Wednesday,24106,872050
2018-08-01,York,Micklegate,Wednesday,7631,966959
2018-08-01,York,Parliament Street,Wednesday,23903,885515
2018-08-01,York,Stonegate,Wednesday,23777,985009
2018-08-02,York,Coney Street,Thursday,24058,241185
2018-08-02,York,Micklegate,Thursday,9268,NA
2018-08-02,York,Parliament Street,Thursday,24698,251754
2018-08-02,York,Stonegate,Thursday,21820,602226
2018-08-03,York,Coney Street,Friday,25358,394359
2018-08-03,York,Micklegate,Friday,11319,495579
2018-08-03,York,Parliament Street,Friday,24107,727719
2018-08-03,York,Stonegate,Friday,23819,43721
2018-08-04,York,Coney Street,Saturday,33840,203315
2018-08-04,York,Micklegate,Saturday,13868,817782
2018-08-04,York,Parliament Street,Saturday,35673,303839
2018-08-04,York,Stonegate,Saturday,35861,559004
2018-08-05,York,Coney Street,Sunday,23546,346095
2018-08-05,York,Micklegate,Sunday,7854,865572
2018-08-05,York,Parliament Street,Sunday,21682,69042
2018-08-05,York,Stonegate,Sunday,22806,665474
2018-07-30,York,Coney Street,Monday,22266,629015
2018-07-30,York,Micklegate,Monday,8765,106206
2018-07-30,York,Parliament Street,Monday,27169,99513
2018-07-30,York,Stonegate,Monday,20800,567565
2018-07-31,York,Coney Street,Tuesday,23452,451494
2018-07-31,York,Micklegate,Tuesday,8777,249031
2018-07-31,York,Parliament Street,Tuesday,27620,496374
2018-07-31,York,Stonegate,Tuesday,22114,779188
2018-08-06,York,Coney Street,Monday,23267,437065
2018-08-06,York,Micklegate,Monday,9291,90889
2018-08-06,York,Parliament Street,Monday,29566,76319
2018-08-06,York,Stonegate,Monday,23029,967017
2018-08-07,York,Coney Street,Tuesday,22589,286248
2018-08-07,York,Micklegate,Tuesday,8604,798000
2018-08-07,York,Parliament Street,Tuesday,27047,533825
2018-08-07,York,Stonegate,Tuesday,22733,167984
2018-08-08,York,Coney Street,Wednesday,22564,702480
2018-08-08,York,Micklegate,Wednesday,7404,537673
2018-08-08,York,Parliament Street,Wednesday,22804,735311
2018-08-08,York,Stonegate,Wednesday,22463,257586
2018-08-09,York,Coney Street,Thursday,23158,109512
2018-08-09,York,Micklegate,Thursday,9083,410177
2018-08-09,York,Parliament Street,Thursday,23041,579238
2018-08-09,York,Stonegate,Thursday,22872,478453
2018-08-10,York,Coney Street,Friday,21706,207874
2018-08-10,York,Micklegate,Friday,10752,657572
2018-08-10,York,Parliament Street,Friday,23774,490052
2018-08-10,York,Stonegate,Friday,23251,812825
2018-08-11,York,Coney Street,Saturday,31095,732680
2018-08-11,York,Micklegate,Saturday,12758,722944
2018-08-11,York,Parliament Street,Saturday,31158,396230
2018-08-11,York,Stonegate,Saturday,33933,689259
2018-08-12,York,Coney Street,Sunday,19307,588010
2018-08-12,York,Micklegate,Sunday,6677,930939
2018-08-12,York,Parliament Street,Sunday,15061,948074
2018-08-12,York,Stonegate,Sunday,22072,428017
2018-08-13,York,Coney Street,Monday,19716,303930
2018-08-13,York,Micklegate,Monday,7621,939613
2018-08-13,York,Parliament Street,Monday,22181,104418
2018-08-13,York,Stonegate,Monday,19112,784240
2018-08-14,York,Coney Street,Tuesday,23062,994208
2018-08-14,York,Micklegate,Tuesday,8435,142883
2018-08-14,York,Parliament Street,Tuesday,25235,67108
2018-08-14,York,Stonegate,Tuesday,22555,492139
2018-08-15,York,Coney Street,Wednesday,23025,626582
2018-08-15,York,Micklegate,Wednesday,7762,991396
2018-08-15,York,Parliament Street,Wednesday,23393,749679
2018-08-15,York,Stonegate,Wednesday,22890,971479
2018-08-16,York,Coney Street,Thursday,23507,729551
2018-08-16,York,Micklegate,Thursday,9075,877817
2018-08-16,York,Parliament Street,Thursday,24864,430938
2018-08-16,York,Stonegate,Thursday,22810,883706
2018-08-17,York,Coney Street,Friday,24310,692212
2018-08-17,York,Micklegate,Friday,10597,848369
2018-08-17,York,Parliament Street,Friday,23147,331926
2018-08-17,York,Stonegate,Friday,23049,738111
2018-08-18,York,Coney Street,Saturday,34226,859740
2018-08-18,York,Micklegate,Saturday,13140,715679
2018-08-18,York,Parliament Street,Saturday,30566,690740
2018-08-18,York,Stonegate,Saturday,34693,659785
2018-08-19,York,Coney Street,Sunday,20375,195419
2018-08-19,York,Micklegate,Sunday,7144,404256
2018-08-19,York,Parliament Street,Sunday,16785,626948
2018-08-19,York,Stonegate,Sunday,22630,678584
2018-08-20,York,Coney Street,Monday,22441,600818
2018-08-20,York,Micklegate,Monday,8230,753198
2018-08-20,York,Parliament Street,Monday,22858,294551
2018-08-20,York,Stonegate,Monday,20920,587225
2018-08-21,York,Coney Street,Tuesday,23606,143823
2018-08-21,York,Micklegate,Tuesday,7035,351158
2018-08-21,York,Parliament Street,Tuesday,24357,656438
2018-08-21,York,Stonegate,Tuesday,21958,586802
2018-08-22,York,Coney Street,Wednesday,21990,175127
2018-08-22,York,Micklegate,Wednesday,7917,557795
2018-08-22,York,Parliament Street,Wednesday,23760,967119
2018-08-22,York,Stonegate,Wednesday,20580,114665
2018-08-23,York,Coney Street,Thursday,23005,520248
2018-08-23,York,Micklegate,Thursday,8802,138730
2018-08-23,York,Parliament Street,Thursday,23095,507545
2018-08-23,York,Stonegate,Thursday,19913,999676
2018-08-24,York,Coney Street,Friday,22574,703135
2018-08-24,York,Micklegate,Friday,9701,175952
2018-08-24,York,Parliament Street,Friday,26663,70028
2018-08-24,York,Stonegate,Friday,21698,363637
2018-08-25,York,Coney Street,Saturday,32845,849768
2018-08-25,York,Micklegate,Saturday,12745,3838
2018-08-25,York,Parliament Street,Saturday,31811,69944
2018-08-25,York,Stonegate,Saturday,32284,326823
2018-08-26,York,Coney Street,Sunday,22780,68202
2018-08-26,York,Micklegate,Sunday,7208,784239
2018-08-26,York,Parliament Street,Sunday,17432,791588
2018-08-26,York,Stonegate,Sunday,27539,67853
2018-09-01,York,Coney Street,Saturday,31990,516325
2018-09-01,York,Micklegate,Saturday,10164,24372
2018-09-01,York,Parliament Street,Saturday,36118,548769
2018-09-01,York,Stonegate,Saturday,30437,621847
2018-09-02,York,Coney Street,Sunday,19708,7185
2018-09-02,York,Micklegate,Sunday,6997,887624
2018-09-02,York,Parliament Street,Sunday,22184,915354
2018-09-02,York,Stonegate,Sunday,19786,670319
2018-08-27,York,Coney Street,Monday,26541,23425
2018-08-27,York,Micklegate,Monday,8885,150725
2018-08-27,York,Parliament Street,Monday,23983,686549
2018-08-27,York,Stonegate,Monday,25708,45767
2018-08-28,York,Coney Street,Tuesday,23488,417163
2018-08-28,York,Micklegate,Tuesday,6902,368470
2018-08-28,York,Parliament Street,Tuesday,24644,449715
2018-08-28,York,Stonegate,Tuesday,20803,115086
2018-08-29,York,Coney Street,Wednesday,23100,520529
2018-08-29,York,Micklegate,Wednesday,8154,87430
2018-08-29,York,Parliament Street,Wednesday,24361,957772
2018-08-29,York,Stonegate,Wednesday,20709,813974
2018-08-30,York,Coney Street,Thursday,24757,581758
2018-08-30,York,Micklegate,Thursday,9066,190764
2018-08-30,York,Parliament Street,Thursday,32904,828422
2018-08-30,York,Stonegate,Thursday,21532,614743
2018-08-31,York,Coney Street,Friday,26120,356350
2018-08-31,York,Micklegate,Friday,8290,506755
2018-08-31,York,Parliament Street,Friday,31690,890847
2018-08-31,York,Stonegate,Friday,22963,171583
2018-09-03,York,Coney Street,Monday,19594,47323
2018-09-03,York,Micklegate,Monday,7554,219314
2018-09-03,York,Parliament Street,Monday,20871,343097
2018-09-03,York,Stonegate,Monday,16757,792380
2018-09-04,York,Coney Street,Tuesday,18394,286217
2018-09-04,York,Micklegate,Tuesday,6211,148168
2018-09-04,York,Parliament Street,Tuesday,18171,356459
2018-09-04,York,Stonegate,Tuesday,15779,76876
2018-09-05,York,Coney Street,Wednesday,18602,343269
2018-09-05,York,Micklegate,Wednesday,7933,501634
2018-09-05,York,Parliament Street,Wednesday,18400,2093
2018-09-05,York,Stonegate,Wednesday,16412,623408
2018-09-06,York,Coney Street,Thursday,17419,339036
2018-09-06,York,Micklegate,Thursday,8964,448498
2018-09-06,York,Parliament Street,Thursday,19371,635194
2018-09-06,York,Stonegate,Thursday,16107,402039
2018-09-07,York,Coney Street,Friday,18549,980109
2018-09-07,York,Micklegate,Friday,8105,713387
2018-09-07,York,Parliament Street,Friday,19691,74135
2018-09-07,York,Stonegate,Friday,18032,453641
2018-09-08,York,Coney Street,Saturday,27118,651405
2018-09-08,York,Micklegate,Saturday,8786,504867
2018-09-08,York,Parliament Street,Saturday,22503,22918
2018-09-08,York,Stonegate,Saturday,30006,275529
2018-09-09,York,Coney Street,Sunday,18506,932865
2018-09-09,York,Micklegate,Sunday,7101,42034
2018-09-09,York,Parliament Street,Sunday,15791,946680
2018-09-09,York,Stonegate,Sunday,20047,940956
2018-09-10,York,Coney Street,Monday,16794,615612
2018-09-10,York,Micklegate,Monday,8206,399635
2018-09-10,York,Parliament Street,Monday,19803,631667
2018-09-10,York,Stonegate,Monday,15586,788974
2018-09-11,York,Coney Street,Tuesday,16740,368437
2018-09-11,York,Micklegate,Tuesday,6699,516963
2018-09-11,York,Parliament Street,Tuesday,20886,771773
2018-09-11,York,Stonegate,Tuesday,16567,517408
2018-09-12,York,Coney Street,Wednesday,17798,431556
2018-09-12,York,Micklegate,Wednesday,7992,441077
2018-09-12,York,Parliament Street,Wednesday,25352,704749
2018-09-12,York,Stonegate,Wednesday,19092,168057
2018-09-13,York,Coney Street,Thursday,17369,NA
2018-09-13,York,Micklegate,Thursday,8931,818719
2018-09-13,York,Parliament Street,Thursday,21308,299533
2018-09-13,York,Stonegate,Thursday,17883,119666
2018-09-14,York,Coney Street,Friday,18975,841344
2018-09-14,York,Micklegate,Friday,7950,834228
2018-09-14,York,Parliament Street,Friday,18799,577942
2018-09-14,York,Stonegate,Friday,19350,366035
2018-09-15,York,Coney Street,Saturday,30392,981778
2018-09-15,York,Micklegate,Saturday,9861,405618
2018-09-15,York,Parliament Street,Saturday,26926,318354
2018-09-15,York,Stonegate,Saturday,32230,667855
2018-09-16,York,Coney Street,Sunday,19967,886678
2018-09-16,York,Micklegate,Sunday,7092,772511
2018-09-16,York,Parliament Street,Sunday,16562,320636
2018-09-16,York,Stonegate,Sunday,21910,151367
2018-09-17,York,Coney Street,Monday,18033,92286
2018-09-17,York,Micklegate,Monday,8206,588911
2018-09-17,York,Parliament Street,Monday,20836,355470
2018-09-17,York,Stonegate,Monday,16696,708599
2018-09-18,York,Coney Street,Tuesday,18299,652652
2018-09-18,York,Micklegate,Tuesday,6587,411069
2018-09-18,York,Parliament Street,Tuesday,19820,945041
2018-09-18,York,Stonegate,Tuesday,16210,771251
2018-09-19,York,Coney Street,Wednesday,17565,924767
2018-09-19,York,Micklegate,Wednesday,8013,360655
2018-09-19,York,Parliament Street,Wednesday,30226,134436
2018-09-19,York,Stonegate,Wednesday,16982,325384
2018-09-20,York,Coney Street,Thursday,15876,727481
2018-09-20,York,Micklegate,Thursday,6447,65255
2018-09-20,York,Parliament Street,Thursday,21284,122048
2018-09-20,York,Stonegate,Thursday,15003,616815
2018-09-21,York,Coney Street,Friday,17003,554474
2018-09-21,York,Micklegate,Friday,8436,532322
2018-09-21,York,Parliament Street,Friday,29244,546660
2018-09-21,York,Stonegate,Friday,19554,171182
2018-09-22,York,Coney Street,Saturday,33263,293631
2018-09-22,York,Micklegate,Saturday,9587,400013
2018-09-22,York,Parliament Street,Saturday,43233,286404
2018-09-22,York,Stonegate,Saturday,34028,793795
2018-09-23,York,Coney Street,Sunday,21232,779417
2018-09-23,York,Micklegate,Sunday,6349,1935
2018-09-23,York,Parliament Street,Sunday,28306,898518
2018-09-23,York,Stonegate,Sunday,20594,474795
2018-09-24,York,Coney Street,Monday,19888,229560
2018-09-24,York,Micklegate,Monday,6539,624735
2018-09-24,York,Parliament Street,Monday,29944,732277
2018-09-24,York,Stonegate,Monday,16610,474393
2018-09-25,York,Coney Street,Tuesday,19068,870717
2018-09-25,York,Micklegate,Tuesday,7524,915456
2018-09-25,York,Parliament Street,Tuesday,31008,887433
2018-09-25,York,Stonegate,Tuesday,16090,345410
2018-09-26,York,Coney Street,Wednesday,19367,80907
2018-09-26,York,Micklegate,Wednesday,7792,624113
2018-09-26,York,Parliament Street,Wednesday,28338,409900
2018-09-26,York,Stonegate,Wednesday,16539,93127
2018-09-27,York,Coney Street,Thursday,19517,876148
2018-09-27,York,Micklegate,Thursday,7317,869190
2018-09-27,York,Parliament Street,Thursday,29904,913186
2018-09-27,York,Stonegate,Thursday,16447,NA
2018-09-28,York,Coney Street,Friday,22366,488741
2018-09-28,York,Micklegate,Friday,9191,706683
2018-09-28,York,Parliament Street,Friday,33100,921826
2018-09-28,York,Stonegate,Friday,19500,443521
2018-09-29,York,Coney Street,Saturday,36464,597949
2018-09-29,York,Micklegate,Saturday,12801,271290
2018-09-29,York,Parliament Street,Saturday,46928,687531
2018-09-29,York,Stonegate,Saturday,33537,703207
2018-09-30,York,Coney Street,Sunday,20923,512486
2018-09-30,York,Micklegate,Sunday,7020,450395
2018-09-30,York,Parliament Street,Sunday,26726,642263
2018-09-30,York,Stonegate,Sunday,20448,328548
2018-10-01,York,Coney Street,Monday,17498,522759
2018-10-01,York,Micklegate,Monday,6635,209843
2018-10-01,York,Parliament Street,Monday,23371,72195
2018-10-01,York,Stonegate,Monday,14025,528115
2018-10-02,York,Coney Street,Tuesday,17417,12228
2018-10-02,York,Micklegate,Tuesday,6389,524194
2018-10-02,York,Parliament Street,Tuesday,26762,992788
2018-10-02,York,Stonegate,Tuesday,15862,636152
2018-10-03,York,Coney Street,Wednesday,18618,883229
2018-10-03,York,Micklegate,Wednesday,6813,368108
2018-10-03,York,Parliament Street,Wednesday,19475,425313
2018-10-03,York,Stonegate,Wednesday,16231,513839
2018-10-04,York,Coney Street,Thursday,18388,255187
2018-10-04,York,Micklegate,Thursday,7459,412745
2018-10-04,York,Parliament Street,Thursday,18850,379294
2018-10-04,York,Stonegate,Thursday,15391,619714
2018-10-05,York,Coney Street,Friday,18839,395044
2018-10-05,York,Micklegate,Friday,8157,936876
2018-10-05,York,Parliament Street,Friday,19036,870617
2018-10-05,York,Stonegate,Friday,18385,441887
2018-10-06,York,Coney Street,Saturday,31493,275923
2018-10-06,York,Micklegate,Saturday,10102,123974
2018-10-06,York,Parliament Street,Saturday,27972,412288
2018-10-06,York,Stonegate,Saturday,32132,362046
2018-10-07,York,Coney Street,Sunday,20376,22428
2018-10-07,York,Micklegate,Sunday,6870,379049
2018-10-07,York,Parliament Street,Sunday,19423,170029
2018-10-07,York,Stonegate,Sunday,22911,619820
2018-10-08,York,Coney Street,Monday,17459,400857
2018-10-08,York,Micklegate,Monday,6434,31328
2018-10-08,York,Parliament Street,Monday,18487,NA
2018-10-08,York,Stonegate,Monday,15021,661977
2018-10-09,York,Coney Street,Tuesday,18330,244875
2018-10-09,York,Micklegate,Tuesday,7319,944216
2018-10-09,York,Parliament Street,Tuesday,24764,964510
2018-10-09,York,Stonegate,Tuesday,14768,237264
2018-10-10,York,Coney Street,Wednesday,19206,442481
2018-10-10,York,Micklegate,Wednesday,7458,406266
2018-10-10,York,Parliament Street,Wednesday,28494,81488
2018-10-10,York,Stonegate,Wednesday,16685,58317
2018-10-11,York,Coney Street,Thursday,17467,32725
2018-10-11,York,Micklegate,Thursday,7818,902757
2018-10-11,York,Parliament Street,Thursday,24627,225758
2018-10-11,York,Stonegate,Thursday,15208,971181
2018-10-12,York,Coney Street,Friday,17065,136735
2018-10-12,York,Micklegate,Friday,8510,694390
2018-10-12,York,Parliament Street,Friday,19860,797140
2018-10-12,York,Stonegate,Friday,17175,847573
2018-10-13,York,Coney Street,Saturday,33860,899283
2018-10-13,York,Micklegate,Saturday,12032,625571
2018-10-13,York,Parliament Street,Saturday,33749,525294
2018-10-13,York,Stonegate,Saturday,33621,390700
2018-10-14,York,Coney Street,Sunday,16822,972536
2018-10-14,York,Micklegate,Sunday,6169,393002
2018-10-14,York,Parliament Street,Sunday,15318,226541
2018-10-14,York,Stonegate,Sunday,18533,870178
2018-10-15,York,Coney Street,Monday,17278,62707
2018-10-15,York,Micklegate,Monday,6526,121889
2018-10-15,York,Parliament Street,Monday,18922,738116
2018-10-15,York,Stonegate,Monday,15334,96526
2018-10-16,York,Coney Street,Tuesday,17868,765786
2018-10-16,York,Micklegate,Tuesday,6747,837329
2018-10-16,York,Parliament Street,Tuesday,19213,25136
2018-10-16,York,Stonegate,Tuesday,16244,526391
2018-10-17,York,Coney Street,Wednesday,18733,307280
2018-10-17,York,Micklegate,Wednesday,7166,512884
2018-10-17,York,Parliament Street,Wednesday,21022,874562
2018-10-17,York,Stonegate,Wednesday,16740,215791
2018-10-18,York,Coney Street,Thursday,18349,408228
2018-10-18,York,Micklegate,Thursday,8462,959590
2018-10-18,York,Parliament Street,Thursday,26373,417098
2018-10-18,York,Stonegate,Thursday,15487,723103
2018-10-19,York,Coney Street,Friday,20765,973
2018-10-19,York,Micklegate,Friday,8950,700801
2018-10-19,York,Parliament Street,Friday,23510,432235
2018-10-19,York,Stonegate,Friday,20576,113080
2018-10-20,York,Coney Street,Saturday,35873,648241
2018-10-20,York,Micklegate,Saturday,11918,524714
2018-10-20,York,Parliament Street,Saturday,43949,782548
2018-10-20,York,Stonegate,Saturday,35346,699345
2018-10-21,York,Coney Street,Sunday,22301,288573
2018-10-21,York,Micklegate,Sunday,7757,34030
2018-10-21,York,Parliament Street,Sunday,17875,844958
2018-10-21,York,Stonegate,Sunday,24433,168406
2018-10-22,York,Coney Street,Monday,20942,78273
2018-10-22,York,Micklegate,Monday,8406,757887
2018-10-22,York,Parliament Street,Monday,32362,256707
2018-10-22,York,Stonegate,Monday,19453,197114
2018-10-23,York,Coney Street,Tuesday,19591,236979
2018-10-23,York,Micklegate,Tuesday,7890,112469
2018-10-23,York,Parliament Street,Tuesday,29703,311205
2018-10-23,York,Stonegate,Tuesday,19961,883065
2018-10-24,York,Coney Street,Wednesday,21028,989585
2018-10-24,York,Micklegate,Wednesday,8838,206424
2018-10-24,York,Parliament Street,Wednesday,38811,794614
2018-10-24,York,Stonegate,Wednesday,19380,286351
2018-10-25,York,Coney Street,Thursday,20355,695171
2018-10-25,York,Micklegate,Thursday,9283,441451
2018-10-25,York,Parliament Street,Thursday,28935,467381
2018-10-25,York,Stonegate,Thursday,19035,524546
2018-10-26,York,Coney Street,Friday,22804,390812
2018-10-26,York,Micklegate,Friday,9589,220848
2018-10-26,York,Parliament Street,Friday,33612,390808
2018-10-26,York,Stonegate,Friday,23360,390603
2018-10-27,York,Coney Street,Saturday,30725,772898
2018-10-27,York,Micklegate,Saturday,11096,635223
2018-10-27,York,Parliament Street,Saturday,34296,128692
2018-10-27,York,Stonegate,Saturday,34612,321097
2018-10-28,York,Coney Street,Sunday,20886,861489
2018-10-28,York,Micklegate,Sunday,8235,466929
2018-10-28,York,Parliament Street,Sunday,26494,466163
2018-10-28,York,Stonegate,Sunday,22640,111602
2018-11-01,York,Coney Street,Thursday,22590,997912
2018-11-01,York,Micklegate,Thursday,9759,27943
2018-11-01,York,Parliament Street,Thursday,26070,570754
2018-11-01,York,Stonegate,Thursday,22133,630821
2018-11-02,York,Coney Street,Friday,24882,242684
2018-11-02,York,Micklegate,Friday,9528,569587
2018-11-02,York,Parliament Street,Friday,34213,474100
2018-11-02,York,Stonegate,Friday,25013,448572
2018-11-03,York,Coney Street,Saturday,33099,359952
2018-11-03,York,Micklegate,Saturday,10782,508654
2018-11-03,York,Parliament Street,Saturday,34127,133942
2018-11-03,York,Stonegate,Saturday,34441,299106
2018-11-04,York,Coney Street,Sunday,18964,945292
2018-11-04,York,Micklegate,Sunday,6408,382264
2018-11-04,York,Parliament Street,Sunday,16427,246380
2018-11-04,York,Stonegate,Sunday,19979,253068
2018-10-29,York,Coney Street,Monday,22469,959019
2018-10-29,York,Micklegate,Monday,8083,894266
2018-10-29,York,Parliament Street,Monday,28291,302927
2018-10-29,York,Stonegate,Monday,20960,NA
2018-10-30,York,Coney Street,Tuesday,21193,157180
2018-10-30,York,Micklegate,Tuesday,7243,417625
2018-10-30,York,Parliament Street,Tuesday,24399,480432
2018-10-30,York,Stonegate,Tuesday,20245,180781
2018-10-31,York,Coney Street,Wednesday,23104,476994
2018-10-31,York,Micklegate,Wednesday,8552,5974
2018-10-31,York,Parliament Street,Wednesday,32155,546629
2018-10-31,York,Stonegate,Wednesday,20877,45230
2018-11-05,York,Coney Street,Monday,18052,900511
2018-11-05,York,Micklegate,Monday,6120,625935
2018-11-05,York,Parliament Street,Monday,19917,589410
2018-11-05,York,Stonegate,Monday,14466,622985
2018-11-06,York,Coney Street,Tuesday,17243,426451
2018-11-06,York,Micklegate,Tuesday,6129,228731
2018-11-06,York,Parliament Street,Tuesday,18800,705167
2018-11-06,York,Stonegate,Tuesday,13093,998405
2018-11-07,York,Coney Street,Wednesday,14812,667609
2018-11-07,York,Micklegate,Wednesday,6001,529155
2018-11-07,York,Parliament Street,Wednesday,15935,126229
2018-11-07,York,Stonegate,Wednesday,12828,296772
2018-11-08,York,Coney Street,Thursday,18449,840309
2018-11-08,York,Micklegate,Thursday,6818,861712
2018-11-08,York,Parliament Street,Thursday,18221,192875
2018-11-08,York,Stonegate,Thursday,15753,358027
2018-11-09,York,Coney Street,Friday,20781,411307
2018-11-09,York,Micklegate,Friday,8661,741305
2018-11-09,York,Parliament Street,Friday,20702,406116
2018-11-09,York,Stonegate,Friday,20969,716598
2018-11-10,York,Coney Street,Saturday,35050,999086
2018-11-10,York,Micklegate,Saturday,11701,641260
2018-11-10,York,Parliament Street,Saturday,33867,714728
2018-11-10,York,Stonegate,Saturday,39280,636332
2018-11-11,York,Coney Street,Sunday,21949,291420
2018-11-11,York,Micklegate,Sunday,6924,530914
2018-11-11,York,Parliament Street,Sunday,14828,760842
2018-11-11,York,Stonegate,Sunday,20993,58376
2018-11-12,York,Coney Street,Monday,17383,563976
2018-11-12,York,Micklegate,Monday,6555,181501
2018-11-12,York,Parliament Street,Monday,19429,987310
2018-11-12,York,Stonegate,Monday,13457,324348
2018-11-13,York,Coney Street,Tuesday,17340,900300
2018-11-13,York,Micklegate,Tuesday,6457,78324
2018-11-13,York,Parliament Street,Tuesday,17642,396612
2018-11-13,York,Stonegate,Tuesday,14309,429014
2018-11-14,York,Coney Street,Wednesday,19046,492289
2018-11-14,York,Micklegate,Wednesday,7052,826834
2018-11-14,York,Parliament Street,Wednesday,20249,5414
2018-11-14,York,Stonegate,Wednesday,14828,617426
2018-11-15,York,Coney Street,Thursday,19991,557797
2018-11-15,York,Micklegate,Thursday,8094,547886
2018-11-15,York,Parliament Street,Thursday,28564,564551
2018-11-15,York,Stonegate,Thursday,18976,64924
2018-11-16,York,Coney Street,Friday,22385,355032
2018-11-16,York,Micklegate,Friday,9686,762229
2018-11-16,York,Parliament Street,Friday,28444,585490
2018-11-16,York,Stonegate,Friday,23208,966170
2018-11-17,York,Coney Street,Saturday,40636,447084
2018-11-17,York,Micklegate,Saturday,12272,253819
2018-11-17,York,Parliament Street,Saturday,40999,98035
2018-11-17,York,Stonegate,Saturday,45484,305981
2018-11-18,York,Coney Street,Sunday,24014,983555
2018-11-18,York,Micklegate,Sunday,8215,277941
2018-11-18,York,Parliament Street,Sunday,22316,479769
2018-11-18,York,Stonegate,Sunday,25967,691601
2018-11-19,York,Coney Street,Monday,17931,767089
2018-11-19,York,Micklegate,Monday,6464,832008
2018-11-19,York,Parliament Street,Monday,20992,242029
2018-11-19,York,Stonegate,Monday,17704,100258
2018-11-20,York,Coney Street,Tuesday,15230,569027
2018-11-20,York,Micklegate,Tuesday,5725,532214
2018-11-20,York,Parliament Street,Tuesday,18747,551315
2018-11-20,York,Stonegate,Tuesday,15211,980424
2018-11-21,York,Coney Street,Wednesday,18467,211330
2018-11-21,York,Micklegate,Wednesday,6435,84849
2018-11-21,York,Parliament Street,Wednesday,22050,338269
2018-11-21,York,Stonegate,Wednesday,17795,464401
2018-11-22,York,Coney Street,Thursday,18680,472584
2018-11-22,York,Micklegate,Thursday,7147,384269
2018-11-22,York,Parliament Street,Thursday,23751,972600
2018-11-22,York,Stonegate,Thursday,20083,263710
2018-11-23,York,Coney Street,Friday,27815,572403
2018-11-23,York,Micklegate,Friday,9281,708364
2018-11-23,York,Parliament Street,Friday,30009,864165
2018-11-23,York,Stonegate,Friday,28106,412051
2018-11-24,York,Coney Street,Saturday,44527,864595
